hidden_dim,num_layers,learning_rate,timesteps,epochs,batch_size,iteration,MAPE,R²
100,1,0.01,5,100,16,1,0.4292034897315592,-2.8472645738168962
100,1,0.01,5,150,4,1,0.27214598326009193,-0.8662378842352656
100,1,0.01,5,150,8,1,0.277955305912469,-1.0057880816900782
100,1,0.01,5,150,16,1,0.2444484398265159,-0.5761236195667414
100,1,0.01,10,50,4,1,0.08778918754390451,0.8485380232768948
100,1,0.01,10,50,8,1,0.3641304941887011,-2.2892134280363425
100,1,0.01,10,50,16,1,0.24327908635946285,-0.6922002680723913
100,1,0.01,10,100,4,1,0.09921592069753786,0.8384844648554078
100,1,0.01,10,100,8,1,0.25829953865290495,-0.8603942394214013
100,1,0.01,10,100,16,1,0.20412389784955928,-0.13730385761499075
100,1,0.01,10,150,4,1,0.270832735742965,-0.8963860484663213
100,1,0.01,10,150,8,1,0.34529740301161577,-2.021680941372419
100,1,0.01,10,150,16,1,0.09404237551219394,0.7805364122606246
100,1,0.1,1,50,4,1,1.3110548901934636,-20.32441564414713
100,1,0.1,1,50,8,1,0.3239567314588517,-0.789444466608624
100,1,0.1,1,50,16,1,0.22393568328349803,-0.29333296451220403
100,1,0.1,1,100,4,1,0.7976914316837576,-17.444358535180978
100,1,0.1,1,100,8,1,0.4130390715193124,-2.3418435149779095
100,1,0.1,1,100,16,1,0.25946169134517205,-0.6843621879548598
100,1,0.1,1,150,4,1,1.087292014889137,-18.182903046382638
100,1,0.1,1,150,8,1,0.6438108725910645,-4.849004414478944
100,1,0.1,1,150,16,1,0.5042049558438467,-4.111849593378344
100,1,0.1,5,50,4,1,1.442822404606114,-23.542974711712116
100,1,0.1,5,50,8,1,0.5679972789220018,-3.3311806524517404
100,1,0.1,5,50,16,1,0.16474548328798605,0.36940312426372357
100,1,0.1,5,100,4,1,0.7880134378666591,-5.654906006607204
100,1,0.1,5,100,8,1,0.268186933719922,-0.5250968804883165
100,1,0.1,5,100,16,1,0.8281211403043018,-8.924527736564066
100,1,0.1,5,150,4,1,1.3284803174715036,-21.354839974032352
100,1,0.1,5,150,8,1,0.3597157138557402,-6.999939435482476
100,1,0.1,5,150,16,1,0.23009667890827515,0.28882969514613077
100,1,0.1,10,50,4,1,1.110090235921117,-14.75537311412603
100,1,0.1,10,50,8,1,0.4277348768888326,-2.906502493146025
100,1,0.1,10,50,16,1,0.7437896420654945,-10.811989947640726
